,Judul Berita,Isi Berita,Kelas Berita
88,BPN Tuding Pemerintah Biang Hoaks dan Retas Akun Pendukung,"Jakarta, CNN Indonesia -- Juru Bicara Debat Badan Pemenangan Nasional (BPN) paslon 02, Ahmad Riza Patria menuding pemerintah sebagai biang keladi peretasan akun-akun media sosial pendukung Prabowo SubiantoÂ dan SandiagaÂ Uno.""Sekarang kita buktiin ternyata pendukung kami dihack akunnya,"" kata Riza di Jalan Sriwijaya, Jakarta Selatan, Minggu (14/4).Hal ini diungkap terkait peretasan akun Twitter Said Didu setelah debat terakhir pilpres 2019, Sabtu (13/4). Sebelumnya, Said Didu yang merupakan mantan staf khusus menteri Energi dan Sumber Daya Mineral (ESDM) sudah menyatakan dukungan kepada Prabowo- Sandiaga.  Said mengaku terakhir masuk ke dalam akun Twitter @saididu, persis sebelum debat kelima pilpres 2019 berlangsung. Namun saat keluar arena debat, akunnya otomatis tak bisa dibuka.Bukan hanya Said Didu, menurut Riza sebelumnya pesohor lain pendukung Prabowo-Sandiaga seperti Ustad Haikal Hasan, dan Ferdinand akun media sosialnya juga diretas. Riza bilang tidak lain hal itu ulah pemerintah.""Siapa yang bisa melakukan ini tentu orang yang punya kekuasaan, teknologi, anggaran dan sebagainya. Mudah-mudahan dengan sisa waktu ini tidak terjadi lagi,"" katanya.Selain menjadi dalang peretasan, anggota DPR fraksi Gerindra ini juga memastikan bahwa pemerintah merupakan biang kerok dari semua berita bohong, hingga ujaran kebencian di media sosial menjelang Pilpres 2019. Ia menyatakan sepakat dengan pernyataam Rocky Gerung bahwa pemerintah sebagai pabrik hoaks.""Saya setuju dengan Rocky Gerung, bahwa pabrik hoaks ada pada pemerintah. Kenapa? Karena punya regulasi, program, anggaran, aparat, SDM, media, punya kekuatan lain,"" ungkap Riza.Sebelumnya, sejumlah tokohÂ yang menjadi bagian dariÂ tim pemenangan Prabowo-Sandi juga mengaku akun media sosial merekaÂ diretas. Mereka adalahÂ Haikal Hassan Barak,Â Kepala Divisi Advokasi dan Bantuan Hukum Partai Demokrat Ferdinand Hutahaean, danÂ Ketua Divisi Komunikasi Publik DPP Partai Demokrat Imelda Sari.Â Namun, terkait aksi peretasanÂ ini, pengamat menilai hal itu bisa terjadi karena kelalaian dari pengguna media sosial itu sendiri. Sebab, media sosial seperti Twitter, Facebook, WhatsApp sudah menggunakan pengaman berlapis seperti otentifikasi dua faktor. Apalagi, sebagai tokoh publik yang diincar akunÂ pribadinya, mesti lebih waspada terhadap keamananÂ siber.",Negatif
89,Moeldoko Tegaskan Jokowi Tak Berniat Temui Rizieq di Saudi,"Jakarta, CNN Indonesia -- Kepala Staf Kepresidenan Moeldoko menyebut bahwa Presiden Joko Widodo (Jokowi) tak memiliki keinginan untuk bertemu Imam Besar Front Pembela Islam (FPI) Rizieq Shihab, ketika berada di Arab Saudi.Jokowi bersama keluarga pergi ke Arab Saudi untuk melaksanakan ibadah umrah sekaligus bertemu Raja Salman bin Abdulaziz al-Saud dan Putra Mahkota Muhammad bin Salman bin Abdulaziz al-Saud. ""Tidak ada keinginan bertemu,"" kata Moeldoko di Kompleks Istana Kepresidenan, Jakarta, Selasa (16/4).  Moeldoko juga ikut bersama rombongan Jokowi yang didampingi Ibu Negara Irana serta dua anak laki-lakinya Gibran Rakabuming Raka dan Kaesang Pangarep.Â Mantan Panglima TNI itu menduga informasi tidak benar soal permintaan Jokowi ingin bertemu Rizieq hanya untuk menggoyahkan masyarakat yang sudah mantap memilih calon presiden nomor 01 itu.""Bisa saja untuk merusak orang-orang yang sudah yakin akan coblosan kepada Pak Jokowi,"" ujarnya.Moeldoko juga membantah bahwa Jokowi yang meminta untuk masuk ke dalam Kakbah ketika melaksanakan umrah. Menurut Moeldoko, Jokowi tak sampai memaksa Raja Salman agar bisa masuk ke dalam Kakbah yang berada di tengah Masjidil Haram.""Enggak lah memaksa. Enggak bisa, raja mana bisa dipaksa,"" katanya.Sebelumnya, FPIÂ mengklaim ada anggota tim sukses capres petahana Joko Widodo yang mengontak Rizieq Shihab di Mekkah, Arab Saudi. FPI menyebut tim itu meminta kesediaan Rizieq untuk bertemu dengan Jokowi di sana.Dalam utasan atau rangkaian twit di akun Twitter mereka, FPI mengatakan bahwa mereka dikabari Jokowi akan umrah di Makkah.Ormas Islam yang bermarkas di Petamburan, Tanah Abang, Jakarta Pusat itu lantas menyebut pihak Jokowi mengatur pertemuan di salah satu hotel berbintang untuk bertemu Rizieq.""Tim Jokowi meminta untuk bisa bertemu dan melakukan pertemuan dengan Habib Rizieq di salah satu hotel berbintang di Kota Mekkah serta meminta Habib Rizieq mau menemani Jokowi untuk masuk ke dalam Kakbah,"" demikian bunyi twit FPI.Juru bicara FPI, Slamet Maarif membenarkan rentetan twit tersebut. Ia menegaskan bahwa tak ada pertemuan karena Rizieq menolak bertemu Jokowi. ""IB HRS menolak bertemu,"" ucap Slamet.",Negatif
90,AHY: Saya Bersama Demokrat Berjuang untuk Prabowo-Sandi,"Liputan6.com, Solo - Komando Satuan Tugas Bersama (Kogasma) Partai Demokrat Agus Harimurti Yudhoyono (AHY)Â menghadiri kampanye akbar terbuka Prabowo-Sandiga Uno di Stadion Sriwedari, Solo, Jawa Tengah, Rabu (10/4/2019). Mengenakan baju biru dan pin Partai Demokrat, AHY berdiri di jajaran para petinggi partai. Terlihat Wakil Ketua Dewan Kehormatan Partai Amanat Nasional (PAN) Amien Rais, Titiek Soeharto, Neno Warisman, Hidayat Nur Wahid dan Syarief Hasan.Â  ""Kita persilakan AHY untuk maju kedepan,"" kata Prabowo sambil memanggil AHY di atas panggung di stadion. AHY pun maju dengan menyapa dan melambaikan tangan para pendukung dan simpatisan. Dia mengatakan dirinya hadir untuk mendukung Prabowo-Sandi. ""Sama-sama kita berkumpul hari ini untuk berjuang bersama Prabowo-Sandi,"" kata AHY. Dia yakin partainya bersama Prabowo-Sandi akan semakin baik. Serta bisa mensejahterakan masyarakat. Dia juga berharap kehidupan masyarakat akan lebih baik. ""Saya Agus Harimurti Yudhyono, bersama Partai Demokrat berjuang untuk Prabowo Sandi. Semoga kehidupan kita semakin baik lagi ke depan,"" kata AHY. Dia meminta kepada pendukung untuk merapatkan barisan. Serta datang ke TPS untuk memilih capres nomer urut 02 tersebut. ""Marilah kita selalu bekerja sampai tanggal 17 April nanti waktunya tinggal 7 hari lagi, mari kita rapatkan barisan. Untuk bisa memenangkan Prabowo-Sandi,"" ungkap AHY.",Positif
91,TKN nilai pertemuan Ustad Abdul Somad-Prabowo hal yang biasa,"Jakarta (ANTARA) - Wakil Ketua Tim Kampanye Nasional Jokowi-Ma'ruf, Abdul Kadir Karding menilai pertemuan Ustad Abdul Somad dengan Prabowo, belum lama ini, sebagai hal lumrah.  Karding menilai pertemuan itu tidak dapat diartikan Ustad Abdul Somad mendukung Prabowo.  ""Tidak dapat diartikan Ustad Abdul Somad mendukung Prabowo. Selama ini Ustad Abdul Somad bersikap netral,"" ujar KardingÂ di Jakarta, Jumat.  Dia menilai sebagai seorang ustad, Abdul Somad lumrah jika memberikan wejangan atau nasihat kepada orang lain.  ""Wajar jika Ustad Abdul Somad memberikan pesan dan nasihat kepada orang lain, atau mungkin saja dia ingin mengingatkan Prabowo yang kerap mengangkat hal-hal negatif selama berkompetisi di pilpres ini. Wallahualam,"" ujar Karding.  Seperti disiarkan salah satu televisi swasta nasional, dalam pertemuannya dengan Prabowo, Ustad Abdul Somad dikabarkan mendoakan Prabowo dan menghadiahkan seutas tasbih.  Pertemuan tersebut dipandang Partai Gerindra memberi dampak positif bagi elektabilitas Prabowo-Sandi.",Negatif
92,"Usai Prabowo, Sandiaga Juga Tinggalkan Kertanegara","Cawapres Sandiaga Uno meninggalkan rumah Prabowo Subianto di Jl Kertanegara No IV, Kebayoran Baru, Jakarta Selatan. Sandiaga sempat istirahat di kediaman Prabowo karena tak enak badan.Pantauan  di lokasi, Rabu (17/4/2019), Sandi keluar dari rumah Prabowo sekitar pukul 22.50 WIB. Ia disebut pulang ke rumahnya di Jl Pulombangkeng, Kebayoran Baru, Jaksel.  Sandiaga tidak menyampaikan keterangan apapun. Sandiaga sebelumnya tak terlihat dalam dua kali pidato Prabowo, termasuk ketika Prabowo mengklaim kemenangan dan sujud syukur. Menurut Badan Pemenangan Nasional (BPN) Prabowo-Sandiaga, kesehatan Sandiaga menurun sehingga perlu istirahat. Sandiaga disebut mengalami cegukan secara terus menerus.""Pak Sandiaga itu dari sore dia nggak enak badan jadi sampai sekarang cegukan terus, itu sampai sekarang nggak putus-putus. Dia istirahat di dalam (kediaman Prabowo),"" ujar Tim Sandiaga, Yuga Aden.Sebelum Sandiaga, Prabowo sudah lebih dulu berangkat dari jalan Kertanegara, Jaksel. Dia pulang ke rumahnya di Hambalang, Bogor, Jawa Barat.",Positif
93,"Soal Bendera Golkar di Kampanye Prabowo, NH: Kita Sudah Lacak Itu Bayaran","INIPASTI.COM, MAKASSAR, â Ketua Dewan Pimpian Daerah (DPD) I Partai Golkar Sulawesi Selatan, Nurdin Halid mengungkapkan massa yang membawa bendera Golkar di kampanye akbar capres 02 Prabowo Subianto merupakan massa bayaran.Pernyataan Nurdin Halid ini sekaligus membantah pengaruh dukungan Golkar kepada Jokowi-Maâruf Amin, setelah bendera partai berlambang beringin itu berkibar dalam kerumunan massa kampanye akbar Prabowo Subianto di Makassar belum lama ini.âItu kecil sekali tidak lebih dari 10 bendera, itu sabotase sangat tidak etis , tidak berpengaruh sedikit pun bagi Golkar. itu kita sudah lacak massa bayaran lah,â kata NH akronim Nurdin Halid saat ditemui di Wakop Phoenam, Jalan Boulevard, Jumat (29/3/2019).NH pun mengaku telah mengantongi dalang dari pengibar bendera Golkar di kampanye akbar Prabowo Subianto. Pihaknya juga telah melaporkan ke Bawaslu beberapa waktu lalu dan meminta menulusuri pelaku tersebut.âBawaslu mestinya menegur memberi peringatan keras tidak boleh ada bendera diluar partai pengusung,â tegas NH.Ia juga menyalahkan panitia pelaksana yang terkesan melakukan pembiaran bendera di luar parpol koalisi berada di kerumunan massa kampanye.âTidak boleh ada bendera partai pengusung ketika dia bukan pengusung dan itu kesalahan panitia pelaksananya kenapa dibiarkan,â ujarnya.(Muh. Seilessy)",Negatif
94,Jokowi Tegaskan Pemberantasan Korupsi Tak Pandang Bulu,"GOWA â Calon presiden 01 Joko Widodo (Jokowi) mengatakan bahwa upaya pemberantasan korupsi di Indonesia tak pandang bulu. Tak ada pihak yang diistimewakan, termasuk menteri atau gubernur.âKita tidak pandang bulu. Ada menteri yang masuk sel, gubernur masuk sel, ada anggota dewan DPR yang masuk sel, bener tidak? Artinya kita tidak pandang bulu,â kata Jokowi saat melakukan kampanye di Lapangan Kalegowa, Gowa, Sulawesi Selatan (Sulsel), Minggu (31/3).Pada kesempatan itu, Jokowi menyinggung pernyataan calon presiden 02 Prabowo Subianto dalam debat keempat pilpres yang menyebut bahwa praktik korupsi di Indonesia sudah stadium 4. Jokowi menjelaskan bahwa indeks korupsi di Indonesia menurun dari tahun ke tahun.âPada 1998, Indonesia masuk negara terkorup di ASEAN, indeks persepsi korupsi kita 20. Pada 2014, kita perbaiki menjadi 34. Pada tahun lalu, diperbaiki menjadi 38. Ini artinya kita tidak main-main terhadap korupsi,â ujar Jokowi.Dia mengatakan pemerintahannya bertekad mengurangi, bahkan melenyapkan praktik korupsi. âJadi jangan bilang korupsi kita stadium 4. Kalau stadium 4 kan sudah mau died,â ucapnya.Dalam tubuh pemerintahan Jokowi, terdapat satu menteri yang telah terjerat kasus korupsi dan ditangkap KPK, yakni mantan menteri sosial dan pembangunan Idrus Marham. Sementara itu, ada sekitar 30 kepala daerah yang terjaring operasi tangkap tangan KPK selama Jokowi memerintah. (MDS01)",Positif
95,"Jokowi Sindir soal Sarung Tangan, BPN Prabowo Minta Isu yang Elegan","Capres petahana Joko Widodo (Jokowi) melancarkan serangan ke jantung pertahanan Prabowo Subianto. Jokowi seolah menyindir Prabowo yang sempat kedapatan mengenakan sarung tangan saat bersalaman dengan warga.Di hadapan relawan buruh, Jokowi mengklaim bisa merasakan dukungan warga lewat bersalaman secara langsung. Capres nomor urut 01 itu mengaku tidak mengenakan sarung tangan saat bersalaman dengan rakyat.""Kalau saya ke desa di Jabar, saya salaman, rasakan, tapi nggak pakai sarung tangan. Saya rasakan ini dukung, ini dukung,"" kata Jokowi di Apel Akbar Kesetiaan Relawan Buruh di Balereme, Soreang, Kabupaten Bandung, Selasa (9/4/2019).  Jokowi mengaku sudah bersalaman dengan jutaan warga, sehingga bisa membedakan warga yang mendukungnya dan yang tidak.Eks Gubernur DKI Jakarta itu lalu mempraktikkan salaman yang menunjukkan dukungan atau tidak. Misalnya bila hanya bersentuhan jari saja, artinya tidak mendukung.""Kalau salamannya erat, itu jelas berarti mendukung,"" ungkap dia.Badan Pemenangan Nasional (BPN) Prabowo Subianto-Sandiaga Uno merespons sindiran Jokowi. BPN menjelaskan, saat itu tangan Prabowo sedang terluka sehingga harus memakai sarung tangan agar cepat pulih.""Ketika luka kering, beliau sudah melepas sarung tangannya. Saya mendapatkan foto dari pengawal Prabowo yang mendampingi, tampak tangan beliau bengkak dan seperti bekas garukan kuku. Mungkin dari orang-orang yang berebut ingin bersalaman. Ketika luka kering, beliau sudah melepas sarung tangannya,"" kata juru bicara BPN, Dian Fatwa, kepada wartawan, Selasa (9/4).Dian menilai sindiran Jokowi soal 'salaman pakai sarung tangan' tidak elegan. Putri AM Fatwa itu menilai seharusnya capres nomor urut 01 tidak menyindir hal-hal yang receh.""Justru dengan tetap menggunakan sarung tangan meskipun dalam kondisi bengkak dan luka belum kering, Pak Prabowo ingin tetap bersentuhan langsung dengan pendukungnya. Ini jadi tampak tidak elegan, bukan kelasnya seorang Jokowi kalau orang sakit kok dianggap tidak mau salaman dengan pendukung,"" papar Dian.""Saya yakin Pak Jokowi punya banyak narasi kebangsaan yang bisa dilempar ke Pak Prabowo sehingga kampanye pilpres ini lebih bermutu, bukan menyindir hal receh-receh begini,"" imbuhnya.",Negatif
96,Grace Natalie Akui 'Kekalahan' PSI,"Hasil quick count lembaga survei menunjukkan hitungan perolehan suara Partai Solidaritas Indonesia (PSI) tak menembus ambang batas parlemen/DPR. PSI legawa tapi menegaskan tetap melanjutkan kerja partai.""Menurut quick count, PSI mendapat 2%. Dengan perolehan itu PSI tidak akan berada di Senayan lima tahun ke depan,"" ujar Grace Natalie dalam keterangan tertulis berjudul 'Setelah Kami Kalah', Rabu (17/4/2019). Grace menegaskan, upaya perjuangan yang sudah dilakukan pada Pileg dan Pilpres. Pengurus, caleg dan kader sudah bekerja keras meyakinkan masyarakat.   ""Tapi inilah keputusan rakyat melalui mekanisme demokrasi yang harus kami terima dan hormati,"" kata dia.""Tidak ada penyesalan. Sama sekali tidak ada penyesalan atas setiap tetes keringat dan air mata yang jatuh selama membangun partai ini. Kami, anak-anak muda PSI telah terlibat dalam sebuah perjuangan yang bagi kami sangat luar biasa,"" tutur Grace. Grace menyampaikan terima kasih atas semua kerja keras bersama PSI. Kepada pengurus dan caleg, Grace mengingatkan agar tidak putus asa.""Meskipun kandas melewati parliamentary threshold di level nasional, tapi saya yakin bahwa akan banyak kawan-kawan yang berpeluang mendapatkan kursi di DPRD provinsi dan kabupaten kota. Ini adalah modal politik yang harus kita rawat,"" sambungnya.Perkiraan perolehan suara PSI 2 persen suara nasional atau sekitar 3 juta suara disebut Grace sebagai suara masyarakat yang harus diperhitungkan. Grace memastikan PSI akan terus berjuang. ""PSI akan kembali menyapa rakyat. Bukan lima tahun lagi, tapi besok,"" kata Grace.Grace juga berbicara atas hasil quick count Pilpres yang dimenangkan capres-cawapres Jokowi-Ma'ruf Amin. PSI ditegaskan Grace bergembira dengan hasil tersebut. ""Kami siap menjadi partner Pak Jokowi menjalankan program-program kerakyatan yang akan meningkatkan kesejahteraan rakyat,"" katanya.",Negatif
97,Prabowo Menang Telak di Wilayah Kediaman Ustaz Abdul Somad,"Jakarta, CNN Indonesia -- Pasangan calon presiden dan Wakil Presiden nomor urut 02 Prabowo Subianto-Sandiaga UnoÂ unggul telak di empat tempat pemungutan suara (TPS) pilpres 2019Â di sekitar kediaman ulama kondang asal Riau UstazÂ Abdul SomadÂ (UAS).Mengutip Antara, hasil dari empat TPS yang berada RT 04/RW 27 Kelurahan Sialang Munggu, Kecamatan Tampan, Kota Pekanbaru, Provinsi Riau membuat pasangan Joko Widodo-Ma'ruf Amin kalah.Dari empat TPS masing-masing 51, 80, 79 dan 52, Prabowo-Sandi berhasil meraup total hingga 425 suara, sementara Jokowi-Ma'ruf hanya 83 suara.Â   Rinciannya, TPS 51 untuk pasangan nomor 01 meraih 30 suara sementara pasangan nomor urut 02 meraup 110 suara. Kemudian TPS 80, suara untuk 01 adalah 36 dan suara untuk 02 mencapai 112. Keunggulan juga diraih pada TPS 79 dimana untuk 01 sebanyak 31 suara Â dan pasangan 02 sebanyak 128 suara.Sementara pada TPS 52, pasangan Prabowo Sandi kalah tipis dibanding Jokowi-Ma'aruf masing-masing 75 suara berbanding 85 suara.Â ""Untuk keseluruhan, pasangan nomor urut 02 unggul jauh dibanding 01,"" kata Ketua RT 04 Lia Novita usai perhitungan suara, Rabu (17/4).Meski memiliki rumah dan aktif bermasyarakat di wilayah tersebut, UAS sendiri tidak memilih pada salah satu dari empat TPS di atas. Kediaman UAS tampak kosong dengan pagar tertutup.Â Lia mengakui bahwa UAS memang tidak terdaftar dalam DPT di wilayah setempat. Secara administrasi, dia mengakui bahwa UAS tidak terdaftar sebagai warga RT 04 RW 27.Â ""Memang benar beliau sering di sini. Beliau juga pengurus aktif Masjid Ibadurrahman (masjid yang berada tidak jauh dari rumah UAS). Namun secara administrasi bukan warga sini sehingga tidak masuk dalam DPT,"" ujarnya.Lia menngatakan rumah tersebut selama ini ditempati almarhum ibunda UAS, Rohana yang wafat pada medio Maret 2019 lalu. Saat ibunda masih hidup, dia mengatakan UAS setiap hari memang berada di sana sehingga masyarakat mengetahui rumah itu juga merupakan kediaman UAS. Hanya saja, dia mengatakanÂ Somad tidak terdaftar sebagai warganya.Â Selain itu, dia juga mengatakan beberapa pekan terakhir UAS tidak berada di rumah tersebut. ""Dari informasi warga dalam beberapa minggu terakhir tidak ada. Apalagi sejak almarhum tidak ada,"" lanjutnya.",Negatif
98,TKN Jokowi: Survei Internal BPN Sifatnya 'Asal Bapak Senang',"Wakil Ketua Tim Kampanye Nasional (TKN) Joko Widodo (Jokowi)-Ma'ruf Amin, Johnny G Plate menyindir survei internal Partai Gerindra. Johnny heran sebab survei internal kubu Prabowo Subianto-Sandiaga Uno itu bertolak belakang dengan survei lain.""Survei internal yang BPN sampaikan ini sifatnya ABS, atau asal bapak senang,"" sebut Johnny kepada wartawan Rabu (10/4/2019).  Survei Gerindra menempatkan elektabilitas Prabowo Subianto unggul jauh dari capres petahana Jokowi. Prabowo berada di angka 62%, sedangkan Jokowi 38%.Johnny meminta kubu Prabowo mengumumkan survei tersebut secara resmi. Dia juga meminta metodologi survei disampaikan.""Hingga saat ini, survei internal mereka seolah tidak ada wujudnya, atau 'etok-etok'. Ini tabiat BPN, selalu merilis survei internal jika muncul rilis dari lembaga survei kredibel yang mengunggulkan Jokowi-Ma'ruf,"" ucap Johnny.Politikus NasDem itu Gerindra sengaja membuat elektabilitas Prabowo mengungguli Jokowi karena takut terkena marah.""Karena mungkin BPN takut Prabowo marah seperti saat di podium, jika tahu hasil surveinya lebih rendah dibandingkan Jokowi,"" tutur Johnny.Sebelumnya, Waketum Gerindra Sugiono mengklaim elektabilitas Prabowo unggul jauh atas Jokowi. Sugiono menyebut survei internal ini sebagai pembanding dari survei yang menyatakan elektabilitas Prabowo kalah dari Jokowi.""Kami punya survei internal 62 persen (Prabowo), 38 persen (Jokowi). Kita punya asesmen 62 persen. Terus yang selama ini beredar Prabowo-Sandi selalu di angka yang rendah,"" kata Sugiono yang juga Direktur Kampanye BPN Prabowo-Sandiaga di The Darmawangsa, Jalan Brawijaya Raya, Kebayoran Baru, Jakarta Selatan, Senin (8/4).",Positif
99,Malaysia ingin adopsi masa tenang pemilu Indonesia,"Jakarta (ANTARA) - Pemantau pemilu asal Malaysia, Azmi Sharom, mengaku terkesan dengan masa tenang yang diberlakukan sebelum pemungutan suara Pemilu Serentak 2019 di Indonesia dan ingin mengadopsinya dalam penyelenggaraan pemilu di Malaysia.  ""Satu hal yang sangat berkesan bagi saya (dari penyelenggaraan pemilu di Indonesia) adalah masa tenang. Itu adalah ide yang sangat baik karena kita tidak melihat adanya kehadiran partai politik selama masa tersebut sehingga para pemilih dapat mengikuti pemilu dengan tenang dan damai,"" kata Azmi saat ditemui di tempat pemungutan suara (TPS) nomor 041 di Taman Suropati, Menteng, Jakarta Pusat, Rabu.  Setelah melihat penyelenggaraan pemilu di Indonesia, Azmi, yang menjabat sebagai wakil ketua komisi pemilihan umum Malaysia itu pun menyadari pentingnya masa tenang yang saat ini belum diterapkan dalam pemilu di Malaysia.  ""Ini akan menjadi contoh yang bisa saya bawa kembali ke Malaysia untuk kemudian didiskusikan lebih lanjut,"" kata dia.  Azmi Sharom merupakan salah satu pemantau asing yang turut mengikuti proses pemilu di Indonesia, sebagai bagian dari program kunjungan pemilu atau Election Visit Program yang diselenggarakan oleh Komisi Pemilihan Umum (KPU) RI.  Kegiatan tersebut diikuti oleh 35 perwakilan dari lembaga penyelenggara pemilu di berbagai negara, termasuk Afghanistan, Bhutan, Malaysia, Rusia, Pakistan, dan Sri Lanka.  Selain itu, ratusan pemantau dari kedutaan besar asing di Indonesia, lembaga non-pemerintah internasional dan dalam negeri, media massa asing dan nasional, serta kementerian/lembaga, dan perguruan tinggi juga turut berpartisipasi dalam kegiatan tersebut.  Para delegasi diajak ke beberapa tempat pemungutan suara (TPS) pada 17 April dan menyaksikan jalannya proses pemungutan serta penghitungan suara.  TPS di lembaga permasyarakatan, area padat penduduk dan permukiman elit menjadi tujuan yang akan disambangi para pemantau.  Pemilihan calon presiden dan wakil presiden periode 2019-2024 diikuti oleh dua pasangan calon, yakni nomor urut 01 petahana Joko Widodo (Jokowi) dan Maâruf Amin, serta pasangan calon nomor urut 02 Prabowo Subianto dan Sandiaga Salahuddin Uno.  Pemilihan presiden 2019 diselenggarakan serentak bersamaan dengan pemilihan anggota DPR RI, DPRD dan DPD.*",Positif
100,BPN Prabowo Jawab Cyrus soal Tantangan Buka Data Survei,"Direktur Eksekutif Cyrus Network, Hasan Hasbi, meminta Prabowo Subianto membuka data-data survei yang memenangkannya di Pilpres 2019. Badan Pemenangan Nasional (BPN) Prabowo-Sandiaga Uno menjawab Hasan.""Untuk Hasan Hasbi ya, Anda menyatakan bahwa dari awal Pak Jokowi itu menang di atas 20%, lalu sekarang di quick count Anda hanya 9-10% kan,"" kata juru bicara BPN, Andre Rosiade, kepada wartawan, Rabu(17/4/2019). ""Wajar dong kalau kami menyatakan teman-teman lembaga survei ini menggiring opini bahwa selama ini berbulan-bulan, dari bulan Januari, Februari, Maret, April Anda masif menyatakan menang 20%. Margin errornya besar, 8%,"" imbuh dia,"" ucap Andre menambahkan.  Andre lantas menjawab tantangan Hasbi soal membuka data survei. Andre mengatakan real count KPU seharusnya jadi acuan.""Kalau soal hitung-hitungan nanti kita tunggu saja real count KPU ya,"" tegas dia.Sebelumnya diberitakan, Prabowo Subianto menyebut banyak lembaga survei yang menggiring opini publik dirinya kalah di Pilpres 2019. Direktur Eksekutif Cyrus Network, Hasan Hasbi, menepis tudingan tersebut.Hasan mengatakan pihak yang membuat poling (pollster) bekerja secara profesional dan bersedia diaudit atas rilis survei yang dibuat. Dia tak terima bila lembaga survei disebut menggiring isu dan menipu.Hasan kemudian menyindir balik klaim Prabowo yang mengaku menang Pilpres 2019 berdasarkan exit poll internal yang dilakukan di 5.000 TPS. Dia menantang lembaga survei Prabowo untuk sportif membuka data-data survei tersebut.""Saya ingin tekankan bahwa kalau demokrasi mau jalan yang lebih benar ya harus sportif dengan mengangkat data-data yang nggak bisa dibenarkan, kemudian mengklaim. Kita bersedia diaudit TPS hasilnya berapa. Apalagi ada yang ngaku 5.000 TPS itu kalau kita paksa hari ini pasti nggak akan bisa (tunjukkan),"" sebut dia.",Negatif
